"activity_id" "subject_id" "MEAN" "SD" "activity_label"
1 26 -0.139151571842891 0.475949986462931 "WALKING"
1 30 -0.170870823086719 0.479475940191353 "WALKING"
1 6 -0.117688317414063 0.454974208900021 "WALKING"
1 22 -0.1119020510625 0.456233267884653 "WALKING"
1 26 -0.192243461934375 0.483991062398586 "WALKING"
1 27 -0.133390826321094 0.47939231481869 "WALKING"
1 5 -0.145980435010937 0.472474497386857 "WALKING"
1 1 -0.152171807978125 0.463059947079636 "WALKING"
1 3 -0.154035070738461 0.48079848996909 "WALKING"
1 26 -0.12867561965625 0.463031019137635 "WALKING"
1 30 -0.176595502213438 0.471320994425202 "WALKING"
1 30 -0.179100186773438 0.471968329080662 "WALKING"
1 26 -0.15406033315625 0.464285227190378 "WALKING"
1 22 -0.0945252434382813 0.46318764916425 "WALKING"
1 22 -0.113244538325781 0.470879615833505 "WALKING"
1 24 -0.149210475023438 0.496911956786319 "WALKING"
1 6 -0.112576371952344 0.47247197038272 "WALKING"
1 5 -0.158190337601563 0.476179202908369 "WALKING"
1 22 -0.111596339927344 0.461122783324838 "WALKING"
1 26 -0.117836287775078 0.476340570520931 "WALKING"
1 7 -0.132178468221875 0.466413375919953 "WALKING"
1 14 -0.196058535338281 0.489117173561749 "WALKING"
1 14 -0.185715645919531 0.483893738500987 "WALKING"
1 5 -0.143527307578906 0.466410135000154 "WALKING"
1 14 -0.161846587035469 0.462399129901327 "WALKING"
1 14 -0.165799075328906 0.455066496407304 "WALKING"
1 14 -0.167425310589063 0.454990245824401 "WALKING"
1 14 -0.165038373675 0.461676315560787 "WALKING"
1 22 -0.1208834266375 0.492765316194983 "WALKING"
1 27 -0.162505211371875 0.481815761145202 "WALKING"
1 27 -0.135651211439063 0.483494209075791 "WALKING"
1 6 -0.11580605023125 0.445785693293054 "WALKING"
1 5 -0.168874533964844 0.470775300199855 "WALKING"
1 22 -0.1108668165875 0.46388962752419 "WALKING"
1 26 -0.145340240154687 0.455490904514537 "WALKING"
1 30 -0.184526677639062 0.49675965925159 "WALKING"
1 1 -0.134384566563281 0.47073961340508 "WALKING"
1 1 -0.1395024327125 0.463382383369625 "WALKING"
1 30 -0.173206679405469 0.492965015575096 "WALKING"
1 30 -0.1845299341 0.482218265484187 "WALKING"
1 14 -0.175331127857422 0.472831928402902 "WALKING"
1 1 -0.108992720791406 0.460694415690321 "WALKING"
1 22 -0.0964010280867188 0.489398660276279 "WALKING"
1 5 -0.134378358267187 0.480748321822441 "WALKING"
1 22 -0.0805356468796094 0.48418995152033 "WALKING"
1 3 -0.176207724859922 0.464483151822103 "WALKING"
1 3 -0.148694388426562 0.472378792398279 "WALKING"
1 23 -0.104793364044211 0.450863595245301 "WALKING"
1 2 -0.178126930516641 0.497269411857126 "WALKING"
1 2 -0.17804634465625 0.490050973476553 "WALKING"
1 26 -0.146770683804687 0.476405709975789 "WALKING"
1 26 -0.152546220394531 0.47303786550332 "WALKING"
1 19 -0.0190974772476562 0.445975321567625 "WALKING"
1 19 -0.0459097312804687 0.443215026926311 "WALKING"
1 19 -0.0746706289425 0.441494659664324 "WALKING"
1 26 -0.138234332894531 0.479912199487001 "WALKING"
1 3 -0.134372423476563 0.467573521217356 "WALKING"
1 3 -0.150228257238281 0.456240671685927 "WALKING"
1 30 -0.18661691678125 0.488211927223299 "WALKING"
1 7 -0.109142857970148 0.471961796533448 "WALKING"
1 11 -0.172836167797891 0.515737512531357 "WALKING"
1 11 -0.160057718085937 0.499745348471751 "WALKING"
1 14 -0.159442097466406 0.45345413648461 "WALKING"
1 11 -0.159275513040625 0.498062061141315 "WALKING"
1 5 -0.141606586610156 0.470343533494116 "WALKING"
1 5 -0.0898027904515625 0.491482211848145 "WALKING"
1 3 -0.202402507661719 0.543868011792563 "WALKING"
1 3 -0.170316959585938 0.50375696110711 "WALKING"
1 19 -0.0893910243765625 0.46949603021682 "WALKING"
1 19 -0.0611221236375 0.453649459521927 "WALKING"
1 30 -0.177285083264063 0.48375474962552 "WALKING"
1 3 -0.141382349007812 0.490456269680623 "WALKING"
1 30 -0.174994447653906 0.480939517787558 "WALKING"
1 3 -0.175839134069531 0.484583007944943 "WALKING"
1 8 -0.127979030814664 0.480018009216744 "WALKING"
1 1 -0.141749489536719 0.462426209334491 "WALKING"
1 14 -0.181721420955781 0.473271545885186 "WALKING"
1 14 -0.174661292649219 0.468299680139827 "WALKING"
1 6 -0.0974825279265625 0.473181016078803 "WALKING"
1 14 -0.184197116727344 0.466959965701049 "WALKING"
1 14 -0.180779507430469 0.466329840699962 "WALKING"
1 19 -0.0929344838125 0.445105508668015 "WALKING"
1 30 -0.15822405249375 0.490571403159163 "WALKING"
1 30 -0.173983470957969 0.474101942237333 "WALKING"
1 26 -0.14840630053125 0.475419410055968 "WALKING"
1 26 -0.134097481341797 0.471298083836948 "WALKING"
1 23 -0.092287506578125 0.45283648641002 "WALKING"
1 7 -0.159122677194922 0.461406884942972 "WALKING"
1 7 -0.166590699819609 0.463775950376722 "WALKING"
1 7 -0.15773844111875 0.472693435060544 "WALKING"
1 23 -0.122796640953984 0.465910590082808 "WALKING"
1 23 -0.115808662957898 0.485405473961413 "WALKING"
1 11 -0.170981971485156 0.496337720237636 "WALKING"
1 11 -0.179442006947656 0.495224671462291 "WALKING"
1 7 -0.156515934622656 0.469288778527597 "WALKING"
1 24 -0.170326795548437 0.49393136966429 "WALKING"
1 25 -0.19595239609375 0.545313496607768 "WALKING"
1 2 -0.132333545542187 0.467526602977214 "WALKING"
1 2 -0.166336388139844 0.47307663915499 "WALKING"
1 26 -0.187123383540625 0.47849108147822 "WALKING"
1 26 -0.176649615039063 0.476054077744609 "WALKING"
1 2 -0.155682176382031 0.480336300149116 "WALKING"
1 10 -0.1125427031875 0.453946041334267 "WALKING"
1 26 -0.193546878921875 0.477260599098218 "WALKING"
1 11 -0.181541740302109 0.501004742321847 "WALKING"
1 11 -0.177602968696094 0.50846927787249 "WALKING"
1 11 -0.181643014796875 0.512029164872174 "WALKING"
1 11 -0.179481514947656 0.510457364494634 "WALKING"
1 3 -0.156442312914844 0.486171201598818 "WALKING"
1 14 -0.155395720300781 0.467087143686225 "WALKING"
1 8 -0.0993122339623437 0.479905192589399 "WALKING"
1 14 -0.159416405482812 0.473676299377359 "WALKING"
1 14 -0.177535994565078 0.473240396633015 "WALKING"
1 26 -0.130560532432812 0.476359825193526 "WALKING"
1 1 -0.125226665785156 0.453058870728481 "WALKING"
1 26 -0.148352937625469 0.454398352688427 "WALKING"
1 8 -0.133934520408594 0.491938239454607 "WALKING"
1 23 -0.0959278507635938 0.463971842010462 "WALKING"
1 1 -0.112902448253125 0.448015395840921 "WALKING"
1 3 -0.158796869949219 0.479509352184573 "WALKING"
1 19 -0.0860832418696094 0.45580039840436 "WALKING"
1 23 -0.0926982765310156 0.457055192197911 "WALKING"
1 3 -0.156796730667187 0.465580720339531 "WALKING"
1 19 -0.0766842772546875 0.450846641449353 "WALKING"
1 19 -0.0858044225328125 0.454693225871217 "WALKING"
1 7 -0.153643923132812 0.474124463542371 "WALKING"
1 21 -0.120787969507812 0.44581544649547 "WALKING"
1 21 -0.157768532472656 0.486996339038258 "WALKING"
1 21 -0.177848240747656 0.50031783338455 "WALKING"
1 7 -0.133029958971094 0.485793205598646 "WALKING"
1 7 -0.107212473463281 0.470168949265335 "WALKING"
1 7 -0.0946976832815625 0.480754272678033 "WALKING"
1 7 -0.105015906194609 0.473572939187557 "WALKING"
1 7 -0.115864083082812 0.464532255213697 "WALKING"
1 7 -0.0950462824359375 0.46255027059938 "WALKING"
1 7 -0.103544621457812 0.454746895575028 "WALKING"
1 7 -0.112379456219141 0.463905433485611 "WALKING"
1 7 -0.11474797235375 0.469904249361682 "WALKING"
1 7 -0.128380317522656 0.462563462958087 "WALKING"
1 21 -0.136860656107031 0.451315159802691 "WALKING"
1 22 -0.07540713001875 0.475480815395581 "WALKING"
1 14 -0.152494709653906 0.489887373885754 "WALKING"
1 14 -0.16516493135625 0.471968470074452 "WALKING"
1 14 -0.171952551211719 0.466578799595629 "WALKING"
1 11 -0.17565252860625 0.484165702960699 "WALKING"
1 11 -0.170716387372656 0.49088617739002 "WALKING"
1 11 -0.172705251828125 0.494737750301012 "WALKING"
1 5 -0.111388751019531 0.477936404299206 "WALKING"
1 11 -0.18393272215625 0.502018870897126 "WALKING"
1 14 -0.179800430778906 0.461036376848157 "WALKING"
1 14 -0.165486688442969 0.468993145751946 "WALKING"
1 26 -0.149187048753125 0.473263972314698 "WALKING"
1 14 -0.176847895928828 0.466241619809444 "WALKING"
1 16 -0.190995512553906 0.505466637646797 "WALKING"
1 15 -0.155081683020312 0.484966350312145 "WALKING"
1 8 -0.118489265294531 0.488014787676553 "WALKING"
1 1 -0.139753141758594 0.466215497161136 "WALKING"
1 1 -0.127905998949219 0.486411120869506 "WALKING"
1 14 -0.182798561179687 0.459855915687421 "WALKING"
1 14 -0.189246668430469 0.465319002348076 "WALKING"
1 23 -0.0777220434789063 0.487050076478619 "WALKING"
1 22 -0.105896002788281 0.455607193463273 "WALKING"
1 26 -0.152981827995312 0.494325712228235 "WALKING"
1 22 -0.0849107106164062 0.451952794947921 "WALKING"
1 23 -0.0926522104639062 0.458609473951849 "WALKING"
1 19 -0.087823770065625 0.443752901455715 "WALKING"
1 21 -0.181429310949219 0.48466568592162 "WALKING"
1 8 -0.0674729649982031 0.453580397900845 "WALKING"
1 8 -0.0579030033570313 0.46144333010384 "WALKING"
1 23 -0.096982635321875 0.451145955038239 "WALKING"
1 23 -0.111128923165781 0.446226937448939 "WALKING"
1 13 -0.104588854295313 0.455387989255961 "WALKING"
1 13 -0.097637369109375 0.464327419111209 "WALKING"
1 13 -0.097162063421875 0.48405614664163 "WALKING"
1 13 -0.120742321545313 0.47647355879992 "WALKING"
1 13 -0.12278448353125 0.458167298360301 "WALKING"
1 13 -0.11357224823125 0.466536793137001 "WALKING"
1 13 -0.119566478007109 0.46202416745264 "WALKING"
1 13 -0.117770123578906 0.459245254289567 "WALKING"
1 13 -0.122182138801562 0.44938970160263 "WALKING"
1 13 -0.117665980092969 0.470556924980426 "WALKING"
1 19 -0.040132729365625 0.451687506816872 "WALKING"
1 19 -0.0617076467367188 0.454712050655587 "WALKING"
1 11 -0.147069513725391 0.485184430962507 "WALKING"
1 19 -0.05817701101875 0.44033262717678 "WALKING"
1 1 -0.114093006838437 0.476824092738435 "WALKING"
1 1 -0.104850187766406 0.469578141264799 "WALKING"
1 1 -0.1058193763625 0.473504707234517 "WALKING"
1 23 -0.0971175755578125 0.466179205861684 "WALKING"
1 23 -0.0786564608382812 0.476745450276123 "WALKING"
1 14 -0.165684061807031 0.453707902113731 "WALKING"
1 26 -0.173393464323047 0.467481002661371 "WALKING"
1 26 -0.14450871909375 0.471280687408369 "WALKING"
1 1 -0.133956440111484 0.455266094775223 "WALKING"
1 14 -0.139068036585937 0.466107782519807 "WALKING"
1 1 -0.107751772902344 0.466714827694916 "WALKING"
1 15 -0.144033641122977 0.47525377510934 "WALKING"
1 15 -0.151262110308594 0.483768761151296 "WALKING"
1 23 -0.094398825265625 0.479153561253319 "WALKING"
1 23 -0.0894415138398438 0.461417896732288 "WALKING"
1 26 -0.16302227440625 0.482564297177477 "WALKING"
1 26 -0.158153619109375 0.483446371177629 "WALKING"
1 19 -0.0869504928578125 0.436955139123386 "WALKING"
1 22 -0.0989690388484922 0.453966785588883 "WALKING"
1 21 -0.132754701575781 0.474724027541405 "WALKING"
1 23 -0.0809481564960938 0.446852384134296 "WALKING"
1 8 -0.0738548965460937 0.454319370189599 "WALKING"
1 14 -0.13535076473125 0.465911970100673 "WALKING"
1 21 -0.11216107210625 0.48780967243334 "WALKING"
1 21 -0.133733125842109 0.471019311092284 "WALKING"
1 21 -0.140826113971094 0.457412264235699 "WALKING"
1 7 -0.15126273678125 0.473244552002492 "WALKING"
1 7 -0.130561004992188 0.464444439615733 "WALKING"
1 7 -0.134826072948438 0.461225180013163 "WALKING"
1 7 -0.139572210351563 0.459592093700047 "WALKING"
1 21 -0.114612171922656 0.468728213608651 "WALKING"
1 25 -0.205032334296875 0.526780980998668 "WALKING"
1 25 -0.158419933392187 0.491164820608045 "WALKING"
1 25 -0.1656273536125 0.492562497293799 "WALKING"
1 25 -0.176195708257813 0.510476779750487 "WALKING"
1 25 -0.198319584792188 0.515964983640204 "WALKING"
1 25 -0.217764405603125 0.506146281215303 "WALKING"
1 25 -0.211035032089844 0.502672218698701 "WALKING"
1 25 -0.210029269279687 0.512091325222614 "WALKING"
1 25 -0.202715407564063 0.500746072515025 "WALKING"
1 25 -0.198104231347656 0.511764967364086 "WALKING"
1 25 -0.194657155273437 0.50736108675689 "WALKING"
1 23 -0.143578976054688 0.467392580085079 "WALKING"
1 1 -0.153812423550781 0.464793788000984 "WALKING"
1 1 -0.158845753084219 0.46564622539919 "WALKING"
1 7 -0.157756715520313 0.485292314274319 "WALKING"
1 14 -0.184042197495469 0.44922517582422 "WALKING"
1 8 -0.118765900654687 0.46571798204523 "WALKING"
1 1 -0.150209513271094 0.452872664120472 "WALKING"
1 7 -0.10053110836125 0.482997655770481 "WALKING"
1 15 -0.154706746403906 0.474720556516049 "WALKING"
1 7 -0.119406244933906 0.466271975797907 "WALKING"
1 7 -0.130550573988281 0.496828392507899 "WALKING"
1 1 -0.121179501030469 0.48916634550495 "WALKING"
1 26 -0.171350816600469 0.474936165410126 "WALKING"
1 1 -0.122773058511328 0.476045370002955 "WALKING"
1 3 -0.166266876703125 0.47341577162066 "WALKING"
1 26 -0.179561891522656 0.477251274359676 "WALKING"
1 22 -0.110991211105469 0.455526292090875 "WALKING"
1 13 -0.109558400267187 0.469002268916715 "WALKING"
1 21 -0.135137664091875 0.48101584213311 "WALKING"
1 7 -0.167815375064844 0.480553172116816 "WALKING"
1 22 -0.114840226414062 0.47734211038516 "WALKING"
1 22 -0.128807386876563 0.464018596682747 "WALKING"
1 22 -0.129204601525781 0.474193864128018 "WALKING"
1 21 -0.152741907476562 0.494103841456325 "WALKING"
1 21 -0.128717676992188 0.468981713486722 "WALKING"
1 21 -0.144140054758203 0.475035644590083 "WALKING"
1 21 -0.148418462140625 0.466303011993478 "WALKING"
1 21 -0.14923460136875 0.468744095226461 "WALKING"
1 21 -0.137652002364844 0.454046630528299 "WALKING"
1 21 -0.119032811955469 0.454392703759624 "WALKING"
1 21 -0.131831898271406 0.448922205517357 "WALKING"
1 21 -0.136020714015625 0.475134569774094 "WALKING"
1 21 -0.141191105161719 0.450920494671953 "WALKING"
1 14 -0.169370903219531 0.485696671664943 "WALKING"
1 14 -0.166222371076562 0.453099683782194 "WALKING"
1 10 -0.122656839816406 0.458161675015193 "WALKING"
1 14 -0.151846279852344 0.513357398859294 "WALKING"
1 14 -0.171758707194062 0.490717112033864 "WALKING"
1 14 -0.20203114906875 0.4807894344221 "WALKING"
1 26 -0.191590958526562 0.486948172334761 "WALKING"
1 26 -0.168146639257813 0.4822324232937 "WALKING"
1 23 -0.129257640153125 0.480401233748764 "WALKING"
1 5 -0.130697793636328 0.474531804930191 "WALKING"
1 1 -0.135639316570313 0.475188472131558 "WALKING"
1 7 -0.118315181744531 0.487140662392648 "WALKING"
1 8 -0.131905879445234 0.479948196873931 "WALKING"
1 14 -0.187527834310156 0.467629668591676 "WALKING"
1 15 -0.160935989252344 0.491727701440865 "WALKING"
1 28 -0.154179063601562 0.515486698203021 "WALKING"
1 18 -0.171195285318281 0.475209243364426 "WALKING"
1 18 -0.181237295125 0.468159319741064 "WALKING"
1 15 -0.1397239602875 0.493472644767181 "WALKING"
1 15 -0.136339259246875 0.497331070391331 "WALKING"
1 3 -0.172128322425781 0.467270365798719 "WALKING"
1 22 -0.113996921233594 0.44811671451033 "WALKING"
1 20 -0.0926568650742187 0.461556672366803 "WALKING"
1 7 -0.119725126964844 0.478058660129322 "WALKING"
1 7 -0.10980063298125 0.461230287105456 "WALKING"
1 8 -0.105313633911719 0.466500957728035 "WALKING"
1 22 -0.107151923376562 0.47005387727256 "WALKING"
1 26 -0.141321292152344 0.466337151371481 "WALKING"
1 2 -0.1664074095625 0.485655611453956 "WALKING"
1 2 -0.139801047578125 0.48306801869424 "WALKING"
1 2 -0.152575140190625 0.475429157432128 "WALKING"
1 22 -0.112010226156122 0.445634286078604 "WALKING"
1 22 -0.114509961024141 0.446873707524334 "WALKING"
1 2 -0.16944064953125 0.482095515151092 "WALKING"
1 27 -0.133890184442188 0.484826031341258 "WALKING"
1 27 -0.128723143256641 0.474933963419614 "WALKING"
1 27 -0.11315286265625 0.481652273564818 "WALKING"
1 27 -0.13979655764375 0.480117575448046 "WALKING"
1 2 -0.163803004557266 0.478554036221089 "WALKING"
1 2 -0.143026770556484 0.471419027535945 "WALKING"
1 2 -0.145415538966406 0.461579729736005 "WALKING"
1 2 -0.170145907767187 0.466354855610335 "WALKING"
1 2 -0.168259154726094 0.4943134853433 "WALKING"
1 2 -0.188195062896875 0.498584355135379 "WALKING"
1 19 -0.0612114235216406 0.450818361345157 "WALKING"
1 2 -0.128038228939062 0.48153891481711 "WALKING"
1 6 -0.1464347516625 0.455668126942789 "WALKING"
1 6 -0.148998033691406 0.467573856830109 "WALKING"
1 6 -0.123892651711719 0.453962040131165 "WALKING"
1 6 -0.112723295967812 0.455110494983086 "WALKING"
1 5 -0.1220396455125 0.477213426159932 "WALKING"
1 1 -0.112245457423438 0.466927387473588 "WALKING"
1 14 -0.166941294876719 0.447818276162539 "WALKING"
1 3 -0.167807354985156 0.453049589434265 "WALKING"
1 1 -0.120091445753984 0.456154502451223 "WALKING"
1 14 -0.164552004785156 0.485183096560147 "WALKING"
1 14 -0.158162044270312 0.462486052251244 "WALKING"
1 14 -0.152300126193594 0.463581659646921 "WALKING"
1 18 -0.178174226427266 0.480833236217475 "WALKING"
1 18 -0.184699874700781 0.464928938552954 "WALKING"
1 18 -0.169279251295234 0.467947535130013 "WALKING"
1 3 -0.1594218545375 0.468420474483632 "WALKING"
1 22 -0.119050011928125 0.438698778329926 "WALKING"
1 15 -0.157575489684687 0.484408880438925 "WALKING"
1 15 -0.143526601183594 0.478500868874291 "WALKING"
1 22 -0.118399835123594 0.472867519942556 "WALKING"
1 15 -0.147963715346094 0.485453639895499 "WALKING"
1 21 -0.116153706705312 0.445405971910673 "WALKING"
1 5 -0.177161859494766 0.505451885368136 "WALKING"
1 14 -0.150930688176562 0.463729717404484 "WALKING"
1 14 -0.149654341714844 0.452608927884666 "WALKING"
1 14 -0.148459529485156 0.460292556010261 "WALKING"
1 21 -0.132013468994531 0.460405347039622 "WALKING"
1 21 -0.107707477359375 0.443921807063959 "WALKING"
1 21 -0.114525515325781 0.449179354328155 "WALKING"
1 21 -0.116180017976562 0.458587137743696 "WALKING"
1 24 -0.165995562250781 0.496167058074494 "WALKING"
1 25 -0.171282292360156 0.505366740178777 "WALKING"
1 18 -0.188283519117187 0.504266033120646 "WALKING"
1 18 -0.186872992721094 0.499249751784445 "WALKING"
1 18 -0.18163697846875 0.476829087234473 "WALKING"
1 18 -0.167565917820312 0.494481678491124 "WALKING"
1 18 -0.177841611446094 0.501280278233011 "WALKING"
1 18 -0.168605589903906 0.49627212823604 "WALKING"
1 18 -0.163777347479688 0.519806768016004 "WALKING"
1 18 -0.179004268990625 0.501953894966923 "WALKING"
1 18 -0.183415812844531 0.501748368834725 "WALKING"
1 18 -0.181826000146094 0.511711818515252 "WALKING"
1 18 -0.204459477694531 0.506039285839492 "WALKING"
1 18 -0.184923163034375 0.496804940955504 "WALKING"
1 29 -0.134037510746875 0.478065171796177 "WALKING"
1 23 -0.121613320482031 0.445982484167886 "WALKING"
1 23 -0.120883995753906 0.445283736208251 "WALKING"
1 14 -0.147464027026562 0.470375045697275 "WALKING"
1 15 -0.143485117603828 0.507443291755035 "WALKING"
1 15 -0.15267484289375 0.500893186211178 "WALKING"
1 7 -0.0820526877188281 0.469335797654018 "WALKING"
1 7 -0.100927832664062 0.45602376025037 "WALKING"
1 3 -0.187344905010938 0.483866805039773 "WALKING"
1 3 -0.143841619771875 0.454144142959883 "WALKING"
1 3 -0.151834175762031 0.472139990991975 "WALKING"
1 15 -0.134823445646797 0.505948488536637 "WALKING"
1 3 -0.138885878516406 0.486574472421574 "WALKING"
1 20 -0.0785923052289063 0.474080262471804 "WALKING"
1 18 -0.191123567725 0.48586843088481 "WALKING"
1 15 -0.155611854895625 0.48454693240838 "WALKING"
1 7 -0.162817434235156 0.47539652672179 "WALKING"
1 7 -0.09922940932 0.465322211258509 "WALKING"
1 7 -0.115539730177031 0.476833748487302 "WALKING"
1 7 -0.117471697667187 0.474303365393531 "WALKING"
1 6 -0.15226526246875 0.519680296622216 "WALKING"
1 22 -0.128311926890625 0.478006148097668 "WALKING"
1 22 -0.121788718463281 0.475805148300168 "WALKING"
1 22 -0.082178374273125 0.444660637738941 "WALKING"
1 22 -0.0897152457817187 0.454604470847156 "WALKING"
1 22 -0.104373707736719 0.456593299552423 "WALKING"
1 22 -0.0848240755367656 0.46093146614465 "WALKING"
1 22 -0.0815216026090625 0.447337115822389 "WALKING"
1 22 -0.0914211083301563 0.449366120816258 "WALKING"
1 22 -0.0894545620601563 0.460992416561539 "WALKING"
1 14 -0.190176416365625 0.512674755939176 "WALKING"
1 10 -0.153572035926562 0.462903058034507 "WALKING"
1 14 -0.175567685957812 0.464573035544252 "WALKING"
1 10 -0.119533286588281 0.463739392930372 "WALKING"
1 10 -0.145266909730469 0.462922229396582 "WALKING"
1 10 -0.142083657478125 0.468903592031832 "WALKING"
1 1 -0.147134114417187 0.480332553649616 "WALKING"
1 1 -0.12222830843125 0.476766450892321 "WALKING"
1 1 -0.125719096246875 0.46928164199895 "WALKING"
1 14 -0.171612180438281 0.479889035827115 "WALKING"
1 23 -0.110481712340625 0.459436473747306 "WALKING"
1 29 -0.13956735054125 0.482455560716637 "WALKING"
1 29 -0.127295760501641 0.471245506763861 "WALKING"
1 1 -0.101287284672656 0.452804116765312 "WALKING"
1 26 -0.167449385386719 0.47331570407573 "WALKING"
1 28 -0.151092214058359 0.474270483782534 "WALKING"
1 16 -0.193179992625 0.51223125110367 "WALKING"
1 16 -0.186625778929687 0.501525467559388 "WALKING"
1 16 -0.17549515490625 0.499146733060665 "WALKING"
1 16 -0.173369283753125 0.496363148804788 "WALKING"
1 16 -0.191794660529687 0.503875506257415 "WALKING"
1 20 -0.10576941991875 0.469532081004892 "WALKING"
1 15 -0.139755419403125 0.493105271015202 "WALKING"
1 18 -0.194710167179688 0.488849315331993 "WALKING"
1 18 -0.185952995314063 0.465851311199278 "WALKING"
1 18 -0.180976694340625 0.495726985724392 "WALKING"
1 7 -0.103752009434375 0.471081491804087 "WALKING"
1 18 -0.195606316289062 0.486424676944211 "WALKING"
1 22 -0.09331719733125 0.457486711162882 "WALKING"
1 22 -0.0968998438411719 0.464206243450401 "WALKING"
1 22 -0.0959664035989844 0.467438506480498 "WALKING"
1 22 -0.109004984289844 0.44360871262679 "WALKING"
1 18 -0.198703164596875 0.47544647732513 "WALKING"
1 18 -0.200846332167188 0.473184493129642 "WALKING"
1 22 -0.103157174969531 0.46478766413817 "WALKING"
1 22 -0.128101094130469 0.4610963297489 "WALKING"
1 23 -0.146559373123438 0.479377665892832 "WALKING"
1 23 -0.147595777484375 0.485023706388525 "WALKING"
1 23 -0.133348268901172 0.478731381319913 "WALKING"
1 23 -0.127289084489063 0.480235812534187 "WALKING"
1 22 -0.090145610125 0.472126392137865 "WALKING"
1 22 -0.0888665768125 0.459941662706508 "WALKING"
1 19 -0.0454934406554687 0.459234542652022 "WALKING"
1 19 -0.0286858004851562 0.455920572046766 "WALKING"
1 22 -0.121618298711719 0.484630521027032 "WALKING"
1 2 -0.158084598307031 0.471759557182682 "WALKING"
1 14 -0.152400612688281 0.470232735632543 "WALKING"
1 1 -0.147682067053906 0.450008352523551 "WALKING"
1 25 -0.208465481398438 0.510125448332828 "WALKING"
1 25 -0.227659793609375 0.509592463869236 "WALKING"
1 25 -0.222895601815625 0.539118924202086 "WALKING"
1 15 -0.116356420032813 0.503783791393162 "WALKING"
1 15 -0.12080172923125 0.478876336109303 "WALKING"
1 15 -0.125896522438281 0.49025093593523 "WALKING"
1 25 -0.2023654324375 0.517825043214463 "WALKING"
1 1 -0.113139491135156 0.440155461375038 "WALKING"
1 1 -0.0850677478835938 0.460997002839337 "WALKING"
1 21 -0.112076973015156 0.470586540946091 "WALKING"
