"subject_id" "activity_label" "mean" "sd"
16 "SITTING" -0.319600109668323 0.642139955639084
16 "STANDING" -0.32762937736275 0.643265794704626
16 "WALKING" -0.18028899875133 0.496376380129923
16 "WALKING_DOWNSTAIRS" -0.129928207317239 0.477088241638659
16 "WALKING_UPSTAIRS" -0.188313567974465 0.502310320682163
17 "LAYING" -0.311713961159191 0.628192233127114
17 "SITTING" -0.317651315276599 0.652391510472215
17 "STANDING" -0.313665421643701 0.65049244883359
17 "WALKING" -0.15550319849279 0.479663148589763
17 "WALKING_DOWNSTAIRS" -0.147597134261583 0.497756685626031
17 "WALKING_UPSTAIRS" -0.167139428025798 0.503990936476047
18 "LAYING" -0.321446891538824 0.630565691611644
18 "SITTING" -0.318863460243546 0.635777171892458
18 "STANDING" -0.31851291918129 0.64123194112902
18 "WALKING" -0.185366389879858 0.488107967376895
18 "WALKING_DOWNSTAIRS" -0.190108089232759 0.506673951892012
18 "WALKING_UPSTAIRS" -0.210212458705017 0.524767907204747
19 "LAYING" -0.313926352031967 0.642205307455949
19 "SITTING" -0.316964830469563 0.634128808161026
19 "STANDING" -0.318012726676953 0.636167535151666
19 "WALKING" -0.081803719137539 0.450605563977073
19 "WALKING_DOWNSTAIRS" 0.00276860090067929 0.492846687583442
19 "WALKING_UPSTAIRS" -0.112834243826346 0.47112556129141
20 "LAYING" -0.32717424237316 0.633168518652906
20 "SITTING" -0.317751223924941 0.634940829858601
20 "STANDING" -0.300929904347096 0.628943467766193
20 "WALKING" -0.0972941637910898 0.47479061539641
20 "WALKING_DOWNSTAIRS" -0.0789121577657418 0.477019225714111
20 "WALKING_UPSTAIRS" -0.129411292928752 0.48039217121141
21 "LAYING" -0.316730990923628 0.633622837375551
21 "SITTING" -0.320334251724738 0.636895731944457
21 "STANDING" -0.308725180645528 0.637097473990239
21 "WALKING" -0.130541304500278 0.464065568139193
21 "WALKING_DOWNSTAIRS" -0.10297345954687 0.474559643544932
21 "WALKING_UPSTAIRS" -0.163913588231817 0.48982842298352
22 "LAYING" -0.310912624075183 0.632683710543969
22 "SITTING" -0.311543144863351 0.636480267727293
22 "STANDING" -0.312115850199511 0.643375799864065
22 "WALKING" -0.10526139387778 0.464080807723677
22 "WALKING_DOWNSTAIRS" -0.093540575482548 0.48851886897229
22 "WALKING_UPSTAIRS" -0.0989099668740156 0.487134483218739
23 "LAYING" -0.321675902270081 0.637150985973111
23 "SITTING" -0.307220350749952 0.643759602364818
23 "STANDING" -0.309948004080738 0.643336428943234
23 "WALKING" -0.114680168248348 0.46413972157788
23 "WALKING_DOWNSTAIRS" -0.0773648739919395 0.44924330496295
23 "WALKING_UPSTAIRS" -0.144974156750132 0.483095312269633
24 "LAYING" -0.320105051492843 0.628311102646148
24 "SITTING" -0.32396984573306 0.63170968094198
24 "STANDING" -0.312202566124396 0.640303436970083
24 "WALKING" -0.184193581088586 0.493160727471957
24 "WALKING_DOWNSTAIRS" -0.1542537357664 0.475976092945423
24 "WALKING_UPSTAIRS" -0.198962144176862 0.495853714528856
25 "LAYING" -0.278375611609456 0.637530305648295
25 "SITTING" -0.317840647139146 0.637985060919257
25 "STANDING" -0.316453880679253 0.636895096107304
25 "WALKING" -0.197350729975901 0.510884300334893
25 "WALKING_DOWNSTAIRS" -0.178967792644118 0.508748739233454
25 "WALKING_UPSTAIRS" -0.217011227709245 0.54070523186879
26 "LAYING" -0.323880914568988 0.641650917936627
26 "SITTING" -0.316767916981302 0.642343721372337
26 "STANDING" -0.318963559732102 0.642551981829688
26 "WALKING" -0.161014194161083 0.475430397708103
26 "WALKING_DOWNSTAIRS" -0.104376265020783 0.464118711274145
26 "WALKING_UPSTAIRS" -0.183121331348047 0.504051636183214
27 "LAYING" -0.325427275612222 0.636196301285338
27 "SITTING" -0.320932686180366 0.636242977339595
27 "STANDING" -0.319001409299268 0.642128773670056
27 "WALKING" -0.139536908195567 0.480212277327002
27 "WALKING_DOWNSTAIRS" -0.11641742315405 0.484844769324215
27 "WALKING_UPSTAIRS" -0.191572755890898 0.507541091873703
28 "LAYING" -0.352846511264447 0.622656842258713
28 "SITTING" -0.315847148697877 0.62690821312294
28 "STANDING" -0.314563309722646 0.625952634627487
28 "WALKING" -0.149104905173027 0.490744669905853
28 "WALKING_DOWNSTAIRS" -0.11066249778557 0.467241398464059
28 "WALKING_UPSTAIRS" -0.184908641190124 0.48700119116139
29 "LAYING" -0.317680729812207 0.640241277522279
29 "SITTING" -0.316202462221609 0.640432934756999
29 "STANDING" -0.324014486145987 0.647860479116521
29 "WALKING" -0.138656866127243 0.476711134792369
29 "WALKING_DOWNSTAIRS" -0.10742443275019 0.461745245297211
29 "WALKING_UPSTAIRS" -0.133635600846869 0.498967864683061
30 "LAYING" -0.320817326773815 0.628488724606472
30 "SITTING" -0.319390139221091 0.640838258669358
30 "STANDING" -0.315626591074574 0.637008812090512
30 "WALKING" -0.158312534045666 0.473700750965624
30 "WALKING_DOWNSTAIRS" -0.141212861934525 0.472043046619825
30 "WALKING_UPSTAIRS" -0.195990271463395 0.525873280772004
